jornal,codigo_triado,pertencimento,texto_analise,,,,,
val,val_042,parcial,"Já no quesito ambiental, a redução de juros poderá ser garantida para os produtores que fomentam a cadeia do uso de bioinsumos e promovem a produção com baixa emissão de carbono. As propostas querem ir além do que hoje se discute no mercado de carbono. A ideia é instituir o “pagamento do ativo ambiental por força de lei e regulamentação nacional e internacional”.",,,,,
val,val_043,parcial,"Por parte do banco, o investimento visa otimizar as aplicações e sistemas internos da instituição, desenvolvendo soluções mais eficientes para democratizar o acesso a produtos financeiros, como pagamento e crédito, e não financeiros, como ativos agrícolas e carbono. Clientes pessoas físicas e jurídicas serão beneficiadas.",,,,,
val,val_044,parcial,"As soluções da startup podem ser utilizadas, por exemplo, em campanhas que utilizam NFTs e tokenização de ativos, segundo o Banco do Brasil. ""O investimento visa otimizar as aplicações e sistemas internos da instituição, desenvolvendo soluções mais eficientes para democratizar o acesso a produtos financeiros, como pagamento e crédito, e não financeiros, como ativos agrícolas e carbono"", informou o banco.",,,,,
val,val_045,titulo_total,"O Banco Nacional de Desenvolvimento Econômico e Social (BNDES) decidiu tornar regular o programa de compra de créditos de carbono, com o objetivo de estimular projetos e contribuir para a preservação do meio ambiente. A escolha se dará por meio de chamadas públicas e a de 2023 já está prevista, segundo o diretor de participações, mercado de capitais e crédito indireto do BNDES, Bruno Laskowsky. Em 2022, o banco realizou duas chamadas: uma considerada um projeto piloto, de menor porte, e a segunda, que teve o resultado parcial divulgado nesta semana.

“Para o ano que vem, definimos mais uma chamada pública entre R$ 150 milhões e R$ 200 milhões”, afirmou Laskowsky. Mesmo com a mudança de governo e alterações na diretoria do banco, há esse comprometimento, garante. “Essa não é uma pauta de governos e sim de país. Estamos mais do que prontos para explicar todo o aprendizado [para a nova gestão do BNDES]”, disse.

Foram habilitados 15 projetos que participaram do segundo edital de chamada pública para a compra de créditos de carbono no mercado voluntário, de até R$ 100 milhões. Os projetos ainda passarão por uma etapa de diligência e a expectativa é que os selecionados sejam aprovados até o fim do ano.

Os projetos têm foco especialmente na redução de emissões por desmatamento e degradação florestal, conhecida pela sigla (REDD +). Dentro desse tema, foram 12 habilitados, e mais três da área de energia. Os projetos variaram de R$ 2 milhões até R$ 25 milhões e cada empresa participante poderia apresentar até duas propostas. Os proponentes escolhidos foram Terra Vista, Carbonext, Future Carbon, Eccon, Biofílica, Systemica, Fundação Amazônia, Bluebell, Solví e Vital Engenharia.

A precificação do carbono é um estímulo à adoção de processos produtivos mais eficientes e menos poluentes, além de ser uma alternativa para redução e compensação das emissões de gases causadores do efeito estufa. Os créditos de carbono podem ser gerados a partir de várias atividades, como iniciativas de eficiência energética, substituição de combustíveis, gestão de resíduos, ou ainda, processos aplicados à fabricação industrial e redução do desmatamento. Nos mercados voluntários de carbono, alvo do BNDES, o foco são as transações espontâneas de créditos, através de contratos bilaterais ou em mercados organizados.

Uma vez comprados pelo banco, os créditos poderão ser utilizados de três formas: para compensar emissões do próprio BNDES e de clientes, para venda ou para serem guardados em carteira à espera do melhor momento.

No projeto piloto foram habilitados cinco projetos, ainda pendentes da fase de diligência. Essa chamada foi menor, de até R$ 10 milhões. O objetivo, segundo o diretor Laskowsky, foi entender como funciona a dinâmica do mercado, como os projetos atuam, analisar a precificação do crédito de carbono e as dificuldades de certificação.

“Em paralelo, resolvemos fazer uma iniciativa ambiciosa, para comprar até R$ 100 milhões ainda em 2022. Recebemos onze projetos no piloto, em um total de R$ 20 milhões, e 33 na primeira chamada, de R$ 514 milhões. O BNDES sinalizou que tem um olhar para desenvolver esse mercado”, afirmou o diretor. Um dos objetivos do banco de fomento é que o Brasil e região possam fazer parte da decisão de formação de preços, e visa ainda estimular a criação de exchanges.",,,,,
val,val_046,parcial,"O texto do comunicado não é público e a iniciativa desperta curiosidade na COP27. Mas o apelido “Opep das florestas” é alvo de críticas. Teme-se que tenha foco exagerado em créditos de carbono, hoje circunscritos ao mercado voluntário. Além disso, o termo remete a aspectos negativos, uma vez que a Opep é um cartel de países produtores de combustíveis fósseis. “São países, considerando o caso do Brasil no governo atual, que não vivem o melhor momento da democracia”, disse um observador.",,,,,
val,val_047,parcial,"O segundo é a precificação do carbono e a adoção de um mercado baseado no sistema ‘cap and trade’, em que empresas com volume de emissões inferior ao autorizado podem vender o excedente para companhias que lançam uma quantidade maior de gases de efeito estufa na atmosfera. Isso ajudará os países a reduzir as emissões e estimulará os investimentos em tecnologias limpas.",,,,,
val,val_048,parcial,"A iniciativa reúne o Itaú Unibanco, Marfrig, Rabobank, Santander, Suzano e Vale no empreendimento. As companhias vão, no total, aportar R$ 120 milhões, em partes iguais, para suportar os primeiros anos de atividade da empresa, dando sustentação a corpo técnico-gerencial bem como administrativo.

Segundo informaram em comunicado, o objetivo da Biomas é, ao longo de 20 anos, atingir uma área total restaurada e protegida de 4 milhões de hectares de matas nativas em diferentes biomas brasileiros. Entre os biomas estão Amazônia, Mata Atlântica e Cerrado. A área é equivalente ao território da Suíça ou do Estado do Rio de Janeiro.

“É uma empresa de impacto em biodiversidade, na geração de crédito de carbono e do ponto de vista financeiro. E estará aberta a outros biomas e agregação de conhecimento”, disse Cristiano Oliveira, gerente executivo de Novos Negócios da Suzano, ao Valor.

O executivo foi designado como porta-voz dos acionistas na divulgação do projeto, pois participou desde o início do processo de criação da Biomas. As empresas terão representantes no conselho de administração.

A empresa nasce com plano de restaurar 2 milhões de hectares de áreas degradadas no país, a partir do plantio de aproximadamente 2 bilhões de árvores nativas. “É um modelo de negócios em larga escala”, destacou Oliveira. A Biomas projeta ainda conservar e preservar 2 milhões de hectares de florestas.

A expectativa do grupo é, além dos benefícios ambientais da iniciativa, contribuir para estimular o desenvolvimento regional e o fortalecimento das comunidades no entorno com seu envolvimento na cadeia de valor, como produção de sementes e formação de viveiros de mudas, entre outros.

A empresa pretende se consolidar com um modelo de negócio sustentável também do ponto de vista financeiro, viabilizando cada projeto de restauração, conservação e preservação com a comercialização de créditos de carbono gerados em cada unidade.

A criação da Biomas, lançada no evento da COP27, prevê reduzir — entre remoções e emissões evitadas — aproximadamente 900 milhões de toneladas de carbono equivalente da atmosfera, durante o período de duas décadas.

A estimativa do grupo empresarial é que a empresa contribuirá para a proteção de mais de 4 mil espécies de animais e plantas, com base em dados disponíveis analisados.

O grupo informa que a primeira etapa do projeto consistirá na identificação e prospecção de áreas, fomento a viveiros para produção em escala de árvores nativas, engajamento de comunidades locais nas atividades, discussão sobre aplicação do projeto em áreas públicas, parceria com plataformas de certificação de créditos de carbono e a implementação de projetos pilotos, diz o comunicado.",,,,,
val,val_049,parcial,"“A expectativa sobre mercado de carbono desta COP está em estabelecer como as normas irão funcionar no detalhe e se concentra em dois artigos”, diz Karen Oliveira. No artigo 6.2, que permite a compra e venda de créditos entre países, há tudo por fazer e a negociação está muito atrasada.",,,,,
val,val_050,parcial,"Entre os principais objetivos está se tornar carbono neutra a partir de 2025, reduzindo 35% das emissões dos escopos 1, 2 e 3 até 2030 e gerar energia 100% renovável até 2030. “Há duas formas de fazer isso: a primeira é reduzindo a emissão de carbono, revisitando nossas operações (...) e também por compensação via crédito de carbono. Este é um caminho que o mercado já olha há bastante tempo”, diz.",,,,,
val,val_051,parcial,"Nas discussões de mercado de carbono, o momento é principalmente de definir procedimentos e conteúdo de relato e revisão de informações, além da infraestrutura de registro e transação dos “créditos de carbono” gerados no âmbito do artigo 6 do Acordo de Paris. São conversas técnicas e em cima de textos de negociação extensos. Há ainda muitas divergências sobre o nível de informações a ser reportado, os limites de até onde o time de revisores do artigo 6 pode ir na avaliação das informações prestadas, mas sobretudo em relação ao funcionamento dos sistemas de registro – se mais ou menos centralizados e como será a conexão entre os registros de ITMOs (as unidades representativas de resultados de mitigação que podem ser transferidas entre países por acordos bilaterais) e do mecanismo do artigo 6.4 (o “novo MDL” – Mecanismo de Desenvolvimento Limpo). Essas discussões têm como pano de fundo a diversidade e discrepância entre as capacidades, experiências e objetivos dos países com mercados de carbono, o que torna mais difícil criar regras aplicáveis para todos.",,,,,
val,val_052,parcial,"O executivo foi designado como porta-voz dos acionistas na divulgação do projeto, pois participou desde o início do processo de criação da Biomas. A empresa contará também com conselheiros independentes e comitês de assessoramento que terão olhar estratégico, consultivo e técnico.

O plano da Biomas é, no prazo de 20 anos, atingir uma área total restaurada e protegida de 4 milhões de hectares de matas nativas em diferentes biomas brasileiros, como Amazônia, Mata Atlântica e Cerrado. A área é equivalente ao território da Suíça ou do Estado do Rio de Janeiro.

“É uma empresa de impacto em biodiversidade, na geração de crédito de carbono e do ponto de vista financeiro. E estará aberta a outros biomas e agregação de conhecimento”, destaca Oliveira.

A nova empresa surge com a meta - ambiciosa - de restaurar 2 milhões de hectares de áreas degradadas no país, a partir do plantio de aproximadamente 2 bilhões de árvores nativas. E projeta ainda conservar e preservar 2 milhões de hectares de florestas “É um modelo de negócios em larga escala”, destaca o executivo.

Para dar suporte financeiro nos primeiros anos de atividade, com sustentação a corpo técnico-gerencial e administrativo - até começar a gerar receita própria dos projetos que serão criados no modelo autosustentável -, o grupo de acionistas vai aportar capital total de R$ 120 milhões na Biomas, dividido em partes iguais.

O modelo de negócio da Biomas é trabalhar por Sociedade de Projeto Específico (SPE), atuando com compradores de crédito de carbono para cada projeto. Segundo Oliveira, há empresas de uma série de setores, como tecnologia e bens de consumo, que tê interesse na compra. “Podemos começar pelo mercado voluntário de créditos de carbono, que seria suficiente, mas vislumbramos também o regulado”, diz.

A Biomas, ressalta o executivo, não vai fazer aquisição de terras. O negócio será por meio de parcerias com proprietários de áreas e compartilhar parte dos créditos de carbono. Outro caminho serão as concessões florestais, também compartilhando parte da receita. “Esse projeto terá restauração total com espécies nativas. Terá zero plantio de eucalipto”, observa o executivo.’

O grupo de acionistas informa que a primeira etapa do projeto consistirá na identificação e prospecção de áreas, fomento a viveiros para produção em escala de árvores nativas, engajamento de comunidades locais nas atividades, discussão sobre aplicação do projeto em áreas públicas, parceria com plataformas de certificação de créditos de carbono e a implementação de projetos pilotos, disse em comunicado.

O grupo de acionistas, que têm atuações no mercado financeiro, de agroalimentos, produção de celulose e papel e mineração, estima que o projeto vai contribuir para proteger mais de quatro mil espécies de animais e plantas, com base em dados disponíveis que foram analisados de diversas áreas e de grandes biomas.

Além dos benefícios ambientais, os criadores da Biomas esperam contribuir no desenvolvimento e fortalecimento das comunidades no entorno ao se envolverem na cadeia de valor a ser gerada. Por exemplo, na produção de sementes e formação de viveiros de mudas, e outras atividades.

A criação da empresa, entre remoções e emissões evitadas -, reduzir da atmosfera aproximadamente 900 milhões de toneladas de carbono equivalente durante o período de duas décadas, segundo a informação do grupo de empresas envolvidas na Biomas.

A união que resultou na criação da empresa foi - de forma geral - é uma iniciativa inédita no mundo, que amplia os esforços do setor privado brasileiro para gerar impacto socioambiental positivo em escala, na visão dos executivos-chefes de cinco companhias: Valter Schalka (da Suzano), Eduardo Bartolomeo (Vale), Mario Leão (Santander Brasil), Milton Maluhy Filho (do Itaú Unibanco) e Mark Wiessing (Rabobank Brasil). Da mesma forma, Paulo Pianez, diretor de Sustentabilidade e Comunicação corporativa da Marfrig.",,,,,
val,val_053,parag_total,"Iniciativa que reúne Itaú Unibanco, Marfrig, Rabobank, Santander, Suzano e Vale, a Biomas foi anunciada no sábado, no Egito, na conferência do clima, a COP27. A nova empresa será 100% dedicada às atividades de restauração, conservação e preservação de florestas no Brasil. As companhias vão aportar no total R$ 120 milhões, em partes iguais, para dar sustentação aos primeiros anos de atividade da empresa. O objetivo da Biomas é, ao longo de 20 anos, atingir uma área total restaurada e protegida de 4 milhões de hectares de matas nativas em diferentes biomas brasileiros.

Entre os biomas estão Amazônia, Mata Atlântica e Cerrado. A área é equivalente ao território da Suíça ou do Estado do Rio de Janeiro. “É uma empresa de impacto em biodiversidade, na geração de crédito de carbono e do ponto de vista financeiro. E estará aberta a outros biomas e agregação de conhecimento”, disse Cristiano Oliveira, gerente executivo de Novos Negócios da Suzano. A empresa nasce com plano de restaurar 2 milhões de hectares de áreas degradadas no país.


",,,,,
val,val_054,parcial,Mencionou o “mercado regulado de carbono com elementos inovadores na formação de instrumentos econômicos que possibilitam a monetização dos ativos ambientais”. Leite não deixou claro que o que existe no Brasil hoje é apenas o mercado voluntário de créditos de carbono.,,,,,
val,val_055,parcial,"“Com a operação inédita queremos mostrar que investir no meio ambiente é um bom negócio, tanto reputacional como financeiro”, declara Maria Tereza Umbelino, CEO do BMV. Segundo a executiva, a vantagem da Nota Comercial Privada, atrelada às UCS, e não por compra de créditos de carbono para compensação de emissões, como é mais comum no setor privado, se deu porque esse novo instrumento permite ir além da conservação da mata nativa, agregando, por exemplo, construção de escolas, postos de saúde, pontes e outros benefícios sociais para as localidades.

“Justamente por ir além do crédito de carbono, UCS são aceitas como garantias em operações financeiras, a exemplo do que ocorreu entre Starbucks e banco BV Com o apoio do Grupo BMV, a Starbucks utilizou UCS tanto para a equivalência ambiental das suas operações, como também para a garantia do empréstimo com o BV”, comenta a executiva. O uso de tecnologia blockchain para registro, diz, ajuda também na transparência e rastreabilidade dos títulos emitidos.",,,,,
val,val_056,parcial,"Nessa situação, os créditos de carbono surgem como uma alternativa para evitar a emissão do gás carbônico (CO₂). Esses créditos serão gerados pelo desenvolvimento de fontes de energia renovável e em projetos de preservação e regeneração de áreas florestais. De acordo com a consultoria McKinsey, o Brasil é dono de 15% do potencial global de geração de créditos por soluções naturais. Outro relatório, o “The Amazon’s Marathon: Brazil to lead a low-carbon economy from the Amazon to the world”, produzido pela consultoria Systemiq e o hub AYA e apresentado na COP27, aponta que o Brasil tem potencial para se tornar o primeiro país a alcançar a neutralidade de carbono.

Neste contexto, o Carbon Press Morning, evento promovido pela Future Carbon e pela FSB Comunicação no início do mês, se propôs a discutir as oportunidades do mercado voluntário, a geração e a comercialização de créditos de carbono, as estratégias para mobilizar o financiamento do setor privado, o financiamento necessário para atingir o net zero (emissões líquidas neutras) e as expectativas para a COP-27, que vem acontecendo desde a semana passada no Egito.

Outro desafio que o Brasil enfrenta no combate ao desmatamento da região é conciliar as práticas agrícolas com a redução da pegada de carbono. Taciano Custódio, líder de Sustentabilidade do banco holandês Rabobank, focado no setor agropecuário, acredita que é possível que a agricultura seja uma aliada da preservação ambiental e que produzir alimentos e recuperar florestas, simultaneamente, já é uma tendência.

Para o executivo, já há técnicas que permitem, ao mesmo tempo, aumentar o nível de produtividade, a eficiência e aumentar, portanto, a rentabilidade do produtor. “Aumentando a rentabilidade, ele vai ter mais potencial para investimento, conservação do solo e práticas agrícolas que vão conservar o carbono do solo, práticas agrícolas que vão conservar recursos hídricos ou até mesmo ampliar um objetivo inclusive financeiro de projetos de carbono.”",,,,,
val,val_057,parcial,"A corrupção compromete projetos de energia renovável eólica no Nordeste, onde a Polícia Federal, a Receita e o Ministério Público descobriram esquema de desvio de recursos em projeto de transição energética.

Em muitas situações, a população é diretamente afetada como na corrupção constatada em obras emergenciais contratadas em Petrópolis (RJ) para combater os efeitos de chuvas intensas após o desastre ocorrido em 2011. Os recursos foram desviados pelo governo estadual, o que abriu espaço para futuras novas tragédias na região Serrana do Rio, como aconteceu neste ano. Exemplo semelhante é o desvio de recursos para obras de enfrentamento da seca por conta da corrupção no DNOCS.

Há ainda os casos de “esquentamento” de madeira extraída ilegalmente da região amazônica com o suborno de agentes públicos e privados; a compra de decisões judiciais para legitimar fraudes em registros imobiliários de terras griladas associadas ao desmatamento; e a geração de créditos de carbono fraudulentos com a grilagem de terras em reservas extrativistas na Ilha do Marajó.

A Transparência Internacional incluiu no estudo o caso do congelamento de fundos destinados à agenda climática e combate ao desmatamento, que bloqueou o uso de cerca de R$ 4,5 bilhões, somando o Fundo Amazônia, o Fundo Clima e a doação do Green Climate Fund ao Brasil, recebida em 2020, em estratégia chamada de “cupinização institucional” pela ministra do Supremo Tribunal Federal (STF), Cármen Lúcia. O valor corresponde a mais de 13 vezes a previsão de gastos da União com o combate ao desmatamento em 2022, segundo o Observatório do Clima, citado no relatório.

Para a organização, essas práticas e a deficiências na governança climática impedem o país de cumprir sua Contribuição Nacionalmente Determinada de cortar emissões em 50% até 2030, e atingir neutralidade climática até 2050, metas do Acordo de Paris. Há ainda repercussões na qualidade de vida da população.

Para enfrentar o impacto negativo da corrupção nas políticas ambientais, a Transparência faz recomendações básicas como fortalecer órgãos, fundos, comitês interministeriais, políticas, e planos climáticos e ambientais, em acordo com os compromissos assumidos pelo país. Conselhos e fóruns participativos relacionados à agenda climática, que foram esfacelados nos últimos anos, como o Conselho Nacional do Meio Ambiente, devem ser recompostos. Sugere ainda o fortalecimento da ação dos órgãos anticorrupção e antilavagem, melhoria da transparência do financiamento climático e dos mercados de carbono e a regulamentação do lobby.",,,,,
val,val_058,titulo_total,"A realização da COP 27 traz imediatamente à pauta o fomento ao mercado de carbono. Já tratamos desse assunto neste espaço. Em complemento, de maneira resumida, esse mercado consiste na negociação de emissão de gases de efeito estufa (GEE): de um lado, no início da cadeia, o “fornecedor” é aquele que sequestra carbono da atmosfera; do outro, no fim da cadeia, o “adquirente” é a empresa que emite GEE e precisa compensar sua emissão. No meio da cadeia, podem haver intermediários dos chamados créditos de carbono.

Hoje, são discutidos dois tipos de mercado de carbono: o regulado, em que há participação do Poder Público, seja exigindo a redução da emissão dos GEE, por país, por região, por setor ou por empresa, e o voluntário, em que as próprias empresas, que emitem ou que sequestram carbono, atuam diretamente. Em ambos os mercados, esperam-se definições sobre a natureza e a atuação, tanto do objeto (carbono) quanto dos agentes.

Pensando apenas no mercado voluntário, como mencionamos anteriormente, ele existirá e crescerá em razão da criação da demanda. Isso é, as empresas emissoras de GEE precisam querer adquirir créditos de carbono.

Para tais empresas, discutem-se os impactos financeiros e tributários dessa demanda por carbono (ou o respectivo crédito). Essas empresas devem reconhecer um passivo climático, relativo às suas emissões de GEE? Lembrando que, de acordo com as normas contábeis, o passivo (obrigação) pode surgir pelo simples compromisso da administração da empresa. Havendo o reconhecimento desse passivo, qual seria a sua contrapartida: estoque ou despesa? No caso de estoque, o “custo” da emissão de GEE será incorporado ao produto e, portanto, ao preço, o que envolve o consumidor nesse processo de compensação das emissões de GEE. Sendo despesa, diretamente são atingidos os sócios, em razão da diminuição dos dividendos, e os trabalhadores, pelo impacto no programa de participação nos lucros e resultados – PLR. No que concerne à tributação, os gastos referentes à aquisição de carbono (ou seu respectivo crédito) são dedutíveis dos tributos sobre o lucro? Geram crédito de PIS/COFINS na sistemática de não cumulatividade?

Do outro lado da cadeia comercial, os fornecedores de carbono (ou do seu respectivo crédito) devem reconhecer um ativo (direito) que será negociado? Em caso positivo, qual a sua classificação: estoque, intangível ou financeiro? O volume de carbono sequestrado por ser reconhecido como subproduto (como, por exemplo, no caso da agricultora e da produção de energia elétrica)? Se sim, como deve ser a alocação dos gastos referentes ao produto e ao subproduto (essa alocação impactará na formação dos preços correspondentes)? E a tributação da receita de “venda” do carbono (ou do seu crédito): haverá o reconhecimento de receita bruta ou de outras receitas?

Para tais definições, é imprescindível ser identificada a natureza do carbono negociado, o que será resultado de debate transdisciplinar. Esse assunto não será resolvido por decreto.",,,,,
val,val_059,parcial,"Globalmente, a Mosaic Company anunciou metas de emissões líquidas zero de gases de efeito estufa até 2040 - o prazo inclui as operações no Brasil. Um dos caminhos de acelerar o processo de descarbonização sem ter que recorrer ao modelo mais cômodo de compensação via créditos de carbono é o aporte em fontes renováveis de origem não hídrica.",,,,,
val,val_060,parcial,"Os valores previstos pelos editais do Floresta Viva não precisam ser reembolsados por se tratar de um fundo de investimento, e não de uma linha de crédito. Segundo o diretor de crédito produtivo e socioambiental do banco, Bruno Aranha, o programa vai funcionar como uma espécie de laboratório para a emissão de créditos de carbono. Recentemente, o BNDES decidiu tornar regular o programa de compra de créditos de carbono.

“Os projetos são passíveis de certificação para emissão de crédito de carbono e existe intenção de que eles sejam distribuídos entre os parceiros na proporção das suas doações. Nesse sentido, o fundo permite um grande laboratório para as empresas nacionais e internacionais sobre o processo de certificação de projetos para emissão de crédito de carbono”, explica Aranha.

De acordo com a gerente geral de responsabilidade social da Petrobras, Rafaela Guedes, foi nesse contexto que se deu o compromisso entre a petrolífera e o banco de fomento. Ela ressalta, no entanto, que a empresa está comprometida com o impacto social da iniciativa.

“A empresa vai aportar R$ 50 milhões até 2025 em projetos conjuntos de reflorestamento e conservação para fazer jus aos créditos de carbono. Mas não é só sair por aí plantando eucalipto, a gente quer realmente deixar um impacto e fazer algo que gere valor econômico e social para sociedade. E o BNDES está preocupado em ter um bom crédito de carbono”, diz.

Nesse sentido, ela destaca a importância dos manguezais, ecossistema de transição entre o ambiente terrestre e marinho, com grande potencial de armazenamento de carbono. Também fonte de renda de comunidades locais, a vegetação sofre com intensa degradação devido à intensa exploração econômica e imobiliária do litoral brasileiro.

Para selecionar os projetos e acompanhar a aplicação dos recursos, a Petrobras e o BNDES selecionaram o Fundo Brasileiro para a Biodiversidade (Funbio) como gestor profissional do projeto através de uma chamada pública concluída em abril. O contrato é de sete anos, prazo que pode ser postergado com a adesão de novos parceiros",,,,,
val,val_061,parcial,"Questionado sobre sua agenda na conferência, o ministro informou que fez reuniões bilaterais com países como Estados Unidos e Arábia Saudita, voltadas a negociar a venda de créditos de carbono do Brasil vindos de projetos de energia eólica offshore e florestas.",,,,,
val,val_062,titulo_total,"A Climate Connect Digital (CCD) lançou um artigo quantificando o risco permanente imposto pelos incêndios florestais cada vez mais intensos em todo o subcontinente indiano. Isso possivelmente terá um impacto significativo nos projetos de carbono baseados na natureza e nos mercados de carbono voluntários.

Sharm-El Sheikh, Egito (16 de novembro de 2022)A Conferência das Nações Unidas sobre Mudanças Climáticas (COP27) deste ano, em Sharm El Sheikh, no Egito, está a todo vapor, com os países reunidos para decidir sobre a ação global para combater as mudanças climáticas, com foco acentuado no cumprimento do Artigo 6.

A delegação da CCD que visitou a COP divulgou um artigo detalhando como as ações de carbono nas florestas estão sendo afetadas pela elevação das temperaturas e intensificação dos incêndios florestais em toda a região subcontinental indiana. Isso preocupa a saúde futura tanto dos ecossistemas naturais quanto dos mercados de carbono. As tendências climáticas atuais e as projeções futuras são alarmantes, uma vez que a tendência média de temperatura nos últimos 40 anos subiu 0,5 °C, levando a um aumento acentuado da volatilidade climática.

As projeções até 2100 para a região central da Índia preveem um aumento significativo na precipitação, de 100 mm, e uma elevação de 1,2 °C na temperatura média. Assim, espera-se também que a frequência, duração e intensidade dos incêndios florestais sejam exacerbadas.

Isso representa grandes riscos para projetos de soluções baseadas na natureza (NBS) e desenvolvedores de projetos de carbono. Por outro lado, haverá uma influência direta sobre os registros globais de carbono, que terão que gerenciar as reservas (buffers) necessárias para mitigar o risco permanente associado.

Atualmente, cerca de 20% dos créditos de carbono de um projeto são colocados em uma reserva pelos registros no momento da emissão, para mitigar o risco permanente. No entanto, esse nível pode ser inadequado no futuro e exercer um efeito impactante nos mercados globais.

O artigo, intitulado Climate Change: Impacto on Rainfall, Temperature and Forest Fires, an Indian Perspective, analisa as últimas tendências para a região central da Índia de 1951 a 2020, chegando até 2100. O estudo destaca a necessidade de que tipos semelhantes de análises climáticas sejam realizados em outras partes do mundo.

Com base em seus resultados, a Climate Connect Digital começou a desenvolver ferramentas que permitem o monitoramento quase em tempo real de incêndios florestais em áreas de interesse e geram alertas acionáveis.",,,,,
val,val_063,parcial,"O inventário do último GP, realizado de 11 a 13 de novembro na capital paulista, ainda não foi finalizado. A estimativa, segundo Mattos, é repetir a mesma performance do ano passado, com 4.260 toneladas compensadas, mesmo com 30% a mais de público. Cerca de 236 mil pessoas estiveram no autódromo de Interlagos, em São Paulo, nos três dias. Ao todo, o evento, que marcou os 50 anos de Grandes Prêmios de Fórmula 1 no Brasil, gerou um impacto econômico de R$ 1,3 bilhão para a cidade.

A boa performance na compensação da pegada de carbono, segundo Mattos, deve-se, principalmente, à redução de 25% do volume de combustível usado, substituição da matriz de combustível (4.700 litros de gasolina por 3.600 litros de etanol) e aumento da frota de veículos elétricos.

“Também fizemos duas parcerias importantes, uma com a Solví Essencis para obtenção de créditos de carbono originados em várias partes do país, inclusive São Paulo, e outra com a Greener, para aquisição de unidades de estocagem de carbono através da preservação da Floresta Amazônica” reforça.

O executivo observa que pela primeira vez o óleo lubrificante usado nos carros de Fórmula 1 durante os treinos e a prova foram coletados para um segundo refino. Ao todo foram 500 litros que a Lwart Soluções Ambientais processou e devolveu ao mercado como novo produto de alta performance.

Ainda dentro do conceito de circularidade, o GP ampliou a distribuição de água em embalagem cartonada, incluindo o fornecimento para as equipes que trabalharam na montagem. “Desde 2021 não temos mais garrafas pet no autódromo”, diz Mattos. “Todas as caixas recolhidas serão transformadas em telhas, as quais serão destinadas a comunidades de Interlagos”.",,,,,
val,val_064,lead,"O Banco Central (BC) incluiu em norma, o registro contábil dos ativos de sustentabilidade, como os certificados de crédito de carbono, das instituições financeiras. Segundo a autoridade monetária, a medida ""contribui para o crescimento dessas operações"" ao estabelecer critérios claros para reconhecimento e classificação desses elementos.

""A medida tem como objetivo dar maior transparência à utilização desses ativos pelas instituições financeiras, assim como dirimir eventuais incertezas e padronizar o seu registro contábil, de modo que o BC possa monitorar os ativos de sustentabilidade mantidos por essas instituições em suas carteiras de investimento, acompanhar a evolução do mercado e, quando necessário, adotar medidas de forma tempestiva"", disse o BC em nota.

Segundo regulamentação contábil, a forma de classificação desses ativos depende de como ele será gerenciado pela instituição. ""Caso o ativo seja adquirido com a finalidade de venda futura e de geração de lucros com base nas variações dos seus preços no mercado, a Resolução CMN nº 4.967, de 2021, determina que ele seja mensurado pelo valor justo, com ganhos ou perdas afetando o resultado do período. Por outro lado, se a instituição adquirir o ativo para utilização nas suas atividades, ele deve ser mensurado pelo menor valor entre o seu custo de aquisição e o seu valor justo, conforme previsto pela Resolução CMN nº 4.924, de 2021"", detalhou a autarquia.

A medida esclarece, ainda, sobre o reconhecimento de eventual obrigação, legal ou não formalizada, assumida pela instituição, relacionada a mecanismos de sustentabilidade socioambiental e climática, que deve ser registrada nos títulos contábeis destinados à provisão para contingências.

""Os critérios de registro e mensuração contábeis dos ativos e passivos de sustentabilidade definidos pelo Banco Central estão alinhados com as melhores práticas internacionais, e foram emitidos no processo de redução de assimetrias entre o Cosif [Padrão Contábil das Instituições Reguladas pelo Banco Central] e os padrões contábeis internacionais emitidos pelo International Accounting Standards Board (IASB)"", ressaltou o BC.

A mudança entra em vigor em 1º de janeiro de 2023 e exige a reclassificação de eventuais valores relativos a ativos de sustentabilidade registrados em outras rubricas contábeis.",,,,,
val,val_065,bate_parcial,"São vários. Quando falamos de investimento, o setor de infraestrutura é uma boa área, que atrai grande fluxo do exterior. Obviamente setores tradicionais do país se beneficiam, como agropecuária, commodities, petróleo e gás. Além disso, cada vez mais se torna necessário o país ter uma estratégia mais ampla de investimento em fontes de energias renováveis, combinando isso com créditos de carbono, com temas de biodiversidade.",,,,,
val,val_066,bate_parcial,"A resposta curta é que sim, há. Políticas adequadas podem não só garantir que a floresta fique em pé, mas também que tenha valor econômico estando preservada. Como? Bem, em primeiro lugar pode-se preservar a floresta com várias ações como proibir o desmatamento ilegal, a apropriação ilegal de terras, o garimpo ilegal. O segundo ponto que espero que as negociações climáticas possam abordar é que precisamos de mais incentivos econômicos para comunidades locais e economias para que ganhem dinheiro mantendo a floresta saudável. Isso pode ser feito. Sabemos que mercados voluntários de carbono estão expandindo muito rápido. E que existem as chamadas Soluções Baseadas na Natureza, que, com os mercados voluntários de carbono, podem representar compensações financeiras por parte de empresas, mas também de filantropias preocupadas em manter os estoques de carbono intactos. Isso pode ajudar comunidades indígenas e regiões no Brasil que poderão ganhar mais se deixarem a floresta intacta.",,,,,
